rider_id,home_market,home_cluster,baseline_annual_ride_rate,total_attendance,unique_studios,unique_instructors,familiarity_degree,social_degree,coordination_count,coattendance_degree
R007408,Greater NYC,Lower Manhattan–North Brooklyn,12.444152860423255,14,6,12,0,0,0,11
R007409,Greater NYC,Lower Manhattan–North Brooklyn,2.601146965461513,3,2,3,0,0,0,3
R007410,Chicago,Chicago,36.01063998875109,37,2,11,0,0,0,25
R007411,Greater NYC,Uptown Manhattan,2.2022846559934,2,1,2,0,0,0,2
R007412,Philadelphia,Main Line,3.296869711574649,0,0,0,0,0,0,0
R007413,Greater NYC,Fairfield County,2.797900743618665,5,2,3,0,0,0,4
R007414,Dallas,Dallas,13.843234019532655,14,1,6,0,0,0,12
R007415,Philadelphia,Main Line,58.73993239777904,59,2,7,2,0,0,40
R007416,Philadelphia,Philadelphia,34.699994814010125,40,1,7,0,0,0,30
R007417,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R007418,Greater NYC,Lower Manhattan–North Brooklyn,3.30036137790331,6,4,6,0,0,0,5
R007419,Greater NYC,Uptown Manhattan,4.226897476501622,5,3,5,0,0,0,4
R007420,Greater NYC,Lower Manhattan–North Brooklyn,5.743090622868659,6,3,6,0,0,0,6
R007421,Atlanta,Atlanta,3.173917471828651,6,1,4,0,0,0,6
R007422,Greater NYC,Lower Manhattan–North Brooklyn,2.456987746080165,2,2,2,0,0,0,2
R007423,Southern California,Los Angeles,2.5407448465085856,3,2,3,0,0,0,2
R007424,Boston,Boston,13.106926625440677,16,3,8,0,0,0,12
R007425,Chicago,Chicago,6.216312570659879,8,2,7,0,0,0,8
R007426,Atlanta,Atlanta,9.27849638177736,11,1,4,0,0,0,9
R007427,Philadelphia,Main Line,4.323380116502792,5,2,4,0,0,0,4
R007428,Philadelphia,Philadelphia,2.214152614964222,2,1,1,0,0,0,2
R007429,Greater NYC,Lower Manhattan–North Brooklyn,4.475695188398917,4,3,4,0,0,0,4
R007430,Boston,Boston,4.737196202178655,2,1,2,0,0,0,1
R007431,Greater NYC,Lower Manhattan–North Brooklyn,2.9708675476790836,1,1,1,0,0,0,0
R007432,Austin,Austin,4.997876535698557,3,1,2,0,0,0,3
R007433,DMV,Montgomery County,2.203178855356627,4,2,4,0,0,0,4
R007434,Northern California,San Francisco,101.76358771544184,98,3,18,4,0,0,59
R007435,Greater NYC,Fairfield County,2.786015002289387,4,2,4,0,0,0,0
R007436,Greater NYC,Uptown Manhattan,7.617224549082835,6,3,6,0,0,0,6
R007437,DMV,Montgomery County,19.91802376296285,24,3,13,0,0,0,18
R007438,Southern California,Pasadena,4.539331973149182,8,2,7,0,0,0,4
R007439,DMV,DC–Arlington,19.904332899551093,11,3,6,0,0,0,7
R007440,Philadelphia,Philadelphia,1.859639565813527,0,0,0,0,0,0,0
R007441,Greater NYC,Lower Manhattan–North Brooklyn,2.867276913136191,1,1,1,0,0,0,1
R007442,Greater NYC,Lower Manhattan–North Brooklyn,13.334263655903545,17,5,15,0,0,0,16
R007443,Greater NYC,Lower Manhattan–North Brooklyn,1.1667237103121029,0,0,0,0,0,0,0
R007444,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R007445,Dallas,Dallas,3.647175587648576,4,1,4,0,0,0,3
R007446,Northern California,San Francisco,9.03260311477839,14,2,12,0,0,0,10
R007447,Philadelphia,Philadelphia,1.7859962862671193,4,2,2,0,0,0,4
R007448,Greater NYC,Fairfield County,2.413230229333586,2,1,2,0,0,0,1
R007449,Boston,Boston,2.9502457383565344,3,2,2,0,0,0,3
R007450,Boston,Boston,4.810167333053679,4,2,4,0,0,0,4
R007451,Southern California,Los Angeles,1.0780582644956638,2,1,2,0,0,0,2
R007452,Philadelphia,Main Line,28.8524658458013,32,2,9,0,0,0,24
R007453,Seattle,Seattle,32.891457624282,39,1,8,1,0,0,28
R007454,Greater NYC,North Jersey,1.0,1,1,1,0,0,0,1
R007455,Atlanta,Atlanta,38.86268574496992,46,1,4,1,0,0,29
R007456,Austin,Austin,1.8841212851532123,5,1,3,0,0,0,3
R007457,Seattle,Seattle,30.809255027870016,31,1,8,0,0,0,24
R007458,Greater NYC,Nassau County,5.041045451628211,1,1,1,0,0,0,1
R007459,Southern California,Los Angeles,6.88022251212037,6,3,5,0,0,0,2
R007460,Northern California,San Francisco,1.0,0,0,0,0,0,0,0
R007461,Greater NYC,Midtown Manhattan,4.130797169941582,6,3,6,0,0,0,6
R007462,Boston,Chestnut Hill,8.996611100361402,2,2,1,0,0,0,2
R007463,Greater NYC,Fairfield County,6.5237022324918,9,3,7,0,0,0,8
R007464,Greater NYC,Lower Manhattan–North Brooklyn,25.310793130823953,22,8,17,0,0,0,17
R007465,Northern California,Silicon Valley,1.0,1,1,1,0,0,0,1
R007466,DMV,DC–Arlington,2.7255325736182745,1,1,1,0,0,0,1
R007467,DMV,DC–Arlington,3.7753337220721903,3,2,3,0,0,0,2
R007468,South Florida,Miami,23.949221660465376,21,2,7,2,0,0,9
R007469,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R007470,Greater NYC,Midtown Manhattan,8.235065128857466,7,3,6,0,0,0,7
R007471,Greater NYC,Lower Manhattan–North Brooklyn,4.816315009911131,5,3,5,0,0,0,5
R007472,Dallas,Dallas,3.4298451796151013,2,1,2,0,0,0,2
R007473,Greater NYC,Lower Manhattan–North Brooklyn,8.19816558070703,9,4,7,0,0,0,8
R007474,Greater NYC,Fairfield County,1.0,0,0,0,0,0,0,0
R007475,Northern California,Silicon Valley,14.153361080693086,17,2,11,0,0,0,12
R007476,Philadelphia,Philadelphia,13.24536931291112,13,1,6,0,0,0,10
R007477,South Florida,Miami,6.809639141004307,6,2,2,0,0,0,2
R007478,Chicago,Chicago,9.785233523598327,7,2,6,0,0,0,5
R007479,Austin,Austin,4.944699362255305,7,1,4,0,0,0,5
R007480,DMV,DC–Arlington,4.868333552960026,2,2,2,0,0,0,2
R007481,Greater NYC,Fairfield County,2.0282679161632147,2,2,2,0,0,0,1
R007482,Greater NYC,North Jersey,14.210693417627288,13,2,10,0,0,0,8
R007483,DMV,DC–Arlington,1.9553572045917609,0,0,0,0,0,0,0
R007484,Greater NYC,Lower Manhattan–North Brooklyn,13.848766513311425,14,5,13,0,0,0,12
R007485,Southern California,Pasadena,29.692602418008757,32,1,9,0,0,0,24
R007486,Austin,Austin,1.0,1,1,1,0,0,0,1
R007487,DMV,DC–Arlington,25.911202254569773,23,3,14,0,0,0,21
R007488,Greater NYC,Uptown Manhattan,4.7144233136564235,7,4,6,0,0,0,7
R007489,Greater NYC,Midtown Manhattan,11.278985868957434,5,2,5,0,0,0,4
R007490,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R007491,Greater NYC,Fairfield County,17.255048457832437,16,2,9,0,0,0,9
R007492,DMV,DC–Arlington,8.62073830799957,11,3,8,0,0,0,8
R007493,Greater NYC,Midtown Manhattan,1.250086744787371,1,1,1,0,0,0,1
R007494,Greater NYC,Midtown Manhattan,9.06953081542003,4,3,3,0,0,0,3
R007495,Greater NYC,Midtown Manhattan,5.744390366027264,4,3,3,0,0,0,4
R007496,Greater NYC,Midtown Manhattan,15.504847321957287,21,5,16,0,0,0,20
R007497,DMV,Montgomery County,9.205055437498286,10,2,8,0,0,0,7
R007498,Dallas,Dallas,2.267948635201607,1,1,1,0,0,0,1
R007499,Greater NYC,Hudson County,1.003251018762849,2,1,2,0,0,0,2
R007500,Ann Arbor,Ann Arbor,6.907043359424076,2,1,1,0,0,0,2
R007501,Greater NYC,Uptown Manhattan,3.425479529855977,3,1,3,0,0,0,2
R007502,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R007503,DMV,DC–Arlington,1.3248313101887232,1,1,1,0,0,0,1
R007504,Greater NYC,Uptown Manhattan,11.03103872986478,11,3,8,0,0,0,8
R007505,Greater NYC,Lower Manhattan–North Brooklyn,27.38369738870759,32,6,26,0,0,0,28
R007506,Greater NYC,Midtown Manhattan,3.6522470993276337,1,1,1,0,0,0,1
R007507,Dallas,Dallas,1.0,1,1,1,0,0,0,0
R007508,Boston,Boston,1.7762647716645077,3,2,3,0,0,0,1
R007509,Greater NYC,Uptown Manhattan,1.0,1,1,1,0,0,0,0
R007510,Seattle,Seattle,4.627218854236843,6,1,4,0,0,0,6
R007511,DMV,DC–Arlington,15.498973392068343,24,3,14,0,0,0,21
R007512,DMV,Montgomery County,11.3535277796475,11,1,7,0,0,0,8
R007513,Greater NYC,Uptown Manhattan,16.038751742144385,13,3,9,0,0,0,12
R007514,Greater NYC,Midtown Manhattan,1.764703735837927,1,1,1,0,0,0,1
R007515,DMV,DC–Arlington,13.77388682672472,20,4,13,0,0,0,12
R007516,Greater NYC,Uptown Manhattan,1.6132532986114023,0,0,0,0,0,0,0
R007517,Chicago,Chicago,2.1303442349731125,3,2,3,0,0,0,0
R007518,Boston,Boston,1.6186033941815787,3,1,3,0,0,0,2
R007519,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R007520,Northern California,San Francisco,48.72117925376279,56,3,17,0,0,0,43
R007521,Boston,Chestnut Hill,3.688769098138025,3,1,2,0,0,0,1
R007522,Greater NYC,North Jersey,2.4271425469639203,1,1,1,0,0,0,1
R007523,Southern California,Los Angeles,10.67323117984041,10,4,7,0,0,0,8
R007524,Northern California,Silicon Valley,1.336446832592609,0,0,0,0,0,0,0
R007525,Atlanta,Atlanta,1.9623744815456992,0,0,0,0,0,0,0
R007526,Greater NYC,Fairfield County,7.853807407307719,5,2,4,0,0,0,5
R007527,Greater NYC,North Jersey,13.237892880160665,10,1,6,0,0,0,2
R007528,Greater NYC,Lower Manhattan–North Brooklyn,30.56045987380764,31,8,23,0,0,0,26
R007529,DMV,DC–Arlington,1.0,0,0,0,0,0,0,0
R007530,Greater NYC,Midtown Manhattan,25.843934309359387,27,4,17,0,0,0,22
R007531,Southern California,Pasadena,16.87350229399937,14,1,4,0,0,0,9
R007532,Seattle,Seattle,1.165225562005859,0,0,0,0,0,0,0
R007533,Greater NYC,Westchester,1.0,2,2,2,0,0,0,2
R007534,Boston,Boston,1.0,0,0,0,0,0,0,0
R007535,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R007536,Greater NYC,Westchester,8.607497727363326,10,2,10,0,0,0,5
R007537,DMV,DC–Arlington,10.62353279554981,9,3,7,0,0,0,5
R007538,DMV,DC–Arlington,4.418981926802499,5,3,5,0,0,0,3
R007539,Philadelphia,Philadelphia,1.0,0,0,0,0,0,0,0
R007540,Boston,Boston,1.431961931355845,2,1,2,0,0,0,1
R007541,Southern California,Los Angeles,1.7149318057048502,0,0,0,0,0,0,0
R007542,Austin,Austin,9.26539864609619,7,1,4,0,0,0,3
R007543,Greater NYC,Uptown Manhattan,12.577621292988493,14,3,10,0,0,0,12
R007544,Greater NYC,Westchester,63.24863435818345,57,4,25,1,0,0,45
R007545,Southern California,Los Angeles,1.4199807302895298,0,0,0,0,0,0,0
R007546,Greater NYC,Midtown Manhattan,3.459892553511147,1,1,1,0,0,0,1
R007547,DMV,DC–Arlington,1.2843509321032325,1,1,1,0,0,0,0
R007548,Greater NYC,Lower Manhattan–North Brooklyn,1.24504919374553,1,1,1,0,0,0,1
R007549,Ann Arbor,Ann Arbor,8.46720512998734,7,1,2,0,0,0,5
R007550,Southern California,Pasadena,1.0,0,0,0,0,0,0,0
R007551,Austin,Austin,6.594871407867225,9,1,6,1,0,0,6
R007552,Greater NYC,Uptown Manhattan,3.8387697137499184,5,3,4,0,0,0,5
R007553,Austin,Austin,1.0,0,0,0,0,0,0,0
R007554,Greater NYC,Lower Manhattan–North Brooklyn,8.07031207600598,5,3,5,0,0,0,4
R007555,Greater NYC,Lower Manhattan–North Brooklyn,55.96512555906331,58,6,30,0,0,0,42
R007556,Boston,Boston,1.0,3,1,3,0,0,0,3
R007557,Greater NYC,Lower Manhattan–North Brooklyn,3.597215360386502,0,0,0,0,0,0,0
R007558,Greater NYC,Lower Manhattan–North Brooklyn,22.692540913550495,24,6,20,0,0,0,18
R007559,Greater NYC,Midtown Manhattan,3.853709076670459,4,3,4,0,0,0,2
R007560,Southern California,Los Angeles,1.0,2,1,2,0,0,0,1
R007561,South Florida,Miami,2.1497484733545944,4,2,3,0,0,0,4
R007562,Greater NYC,Nassau County,2.768047238795751,4,1,4,0,0,0,2
R007563,Northern California,San Francisco,1.0,1,1,1,0,0,0,0
R007564,Greater NYC,Uptown Manhattan,1.9397800321497256,3,2,3,0,0,0,3
R007565,DMV,DC–Arlington,2.9541252842317833,3,2,3,0,0,0,3
R007566,Austin,Austin,9.483999506518238,9,1,5,0,0,0,7
R007567,Greater NYC,Lower Manhattan–North Brooklyn,11.191253748570924,14,4,9,0,0,0,9
R007568,Houston,Houston,23.40349367607068,20,1,7,0,0,0,17
R007569,Southern California,Los Angeles,5.14793901189212,9,3,7,0,0,0,3
R007570,Greater NYC,Midtown Manhattan,44.248277481231355,40,7,24,0,0,0,25
R007571,Greater NYC,Westchester,1.0,1,1,1,0,0,0,1
R007572,Southern California,Los Angeles,1.7794799048593706,0,0,0,0,0,0,0
R007573,Southern California,Los Angeles,4.033557091921854,3,1,3,0,0,0,1
R007574,DMV,DC–Arlington,5.561720968291904,7,2,6,0,0,0,4
R007575,DMV,DC–Arlington,6.735662503977502,7,3,6,0,0,0,5
R007576,Boston,Boston,15.57774752517361,19,3,10,0,0,0,10
R007577,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,1,2,0,0,0,2
R007578,Greater NYC,North Jersey,15.057165911982478,14,2,9,0,0,0,8
R007579,Philadelphia,Philadelphia,43.23786841434996,49,2,9,0,0,0,36
R007580,Greater NYC,North Jersey,4.275836068162303,2,1,2,0,0,0,2
R007581,Boston,Boston,1.878433246106317,0,0,0,0,0,0,0
R007582,Northern California,San Francisco,3.292774076209204,5,3,5,0,0,0,3
R007583,Northern California,San Francisco,1.0,2,2,2,0,0,0,2
R007584,Boston,Boston,1.6373924555933794,0,0,0,0,0,0,0
R007585,DMV,DC–Arlington,4.521810409769643,8,3,4,0,0,0,7
R007586,Southern California,Los Angeles,76.72407094126493,78,3,18,3,0,0,37
R007587,Chicago,Chicago,10.836720433535042,7,2,5,0,0,0,6
R007588,Greater NYC,Uptown Manhattan,17.80386974935592,21,4,15,0,0,0,15
R007589,Seattle,Seattle,28.450236383652236,31,1,8,0,0,0,24
R007590,Northern California,Marin County,1.0,1,1,1,0,0,0,1
R007591,Greater NYC,Lower Manhattan–North Brooklyn,1.7378579783992003,3,3,3,0,0,0,3
R007592,Greater NYC,Fairfield County,4.033105771131676,3,2,3,0,0,0,2
R007593,Greater NYC,Midtown Manhattan,27.38687887082019,24,4,14,0,0,0,17
R007594,Southern California,Los Angeles,48.56502837691229,45,3,17,0,0,0,30
R007595,Greater NYC,Lower Manhattan–North Brooklyn,21.58640253025833,26,6,22,0,0,0,23
R007596,Chicago,Chicago,1.4798539814780467,3,1,3,0,0,0,2
R007597,Northern California,San Francisco,10.294425052776864,12,3,11,0,0,0,8
R007598,Chicago,Chicago,5.801275509920947,4,2,4,0,0,0,4
R007599,Greater NYC,Fairfield County,20.66864930620084,22,4,16,0,0,0,17
R007600,Chicago,Chicago,15.296606482147604,15,2,10,0,0,0,11
R007601,Houston,Houston,3.133948249237707,3,1,3,0,0,0,1
R007602,Southern California,Los Angeles,4.019673263959569,5,3,5,0,0,0,3
R007603,Northern California,Marin County,1.0,2,1,2,0,0,0,1
R007604,South Florida,Miami,3.4259829801169905,6,2,6,0,0,0,3
R007605,Chicago,Chicago,6.492231012221036,7,1,4,0,0,0,4
R007606,Atlanta,Atlanta,1.967801882434872,1,1,1,0,0,0,0
R007607,Greater NYC,Uptown Manhattan,20.670555969101265,27,7,23,0,0,0,24
R007608,Greater NYC,Uptown Manhattan,4.412176276805772,4,2,2,0,0,0,4
R007609,Chicago,Chicago,1.0,4,1,3,0,0,0,4
R007610,Greater NYC,Hudson County,22.216606373018923,17,2,10,0,0,0,13
R007611,Atlanta,Atlanta,6.939686111040853,7,1,4,0,0,0,5
R007612,South Florida,Miami,3.5376587901594796,2,2,2,0,0,0,2
R007613,Greater NYC,Lower Manhattan–North Brooklyn,22.894298680274048,24,6,19,0,0,0,21
R007614,South Florida,Miami,3.836365932523212,5,1,4,0,0,0,5
R007615,Greater NYC,Midtown Manhattan,49.63392346902507,60,6,26,1,0,0,41
R007616,Southern California,Los Angeles,1.3215529611822991,1,1,1,0,0,0,0
R007617,South Florida,Miami,2.1276522697264144,4,2,4,0,0,0,3
R007618,Greater NYC,North Jersey,1.0154681375274015,3,2,3,0,0,0,2
R007619,Greater NYC,Lower Manhattan–North Brooklyn,7.4611796819310525,5,3,5,0,0,0,5
R007620,Greater NYC,Nassau County,13.46995626568727,14,1,8,0,0,0,7
R007621,Chicago,Chicago,8.558753933135101,9,2,6,0,0,0,6
R007622,DMV,DC–Arlington,7.475346546910523,9,4,7,0,0,0,6
R007623,Greater NYC,Fairfield County,8.67414365961704,9,2,7,0,0,0,7
R007624,Philadelphia,Main Line,1.2444491014577144,2,1,2,0,0,0,2
R007625,Northern California,Silicon Valley,1.0,1,1,1,0,0,0,1
R007626,Greater NYC,Lower Manhattan–North Brooklyn,5.239717546795348,3,3,3,0,0,0,3
R007627,Austin,Austin,9.797556594276688,2,1,2,0,0,0,2
R007628,Greater NYC,Lower Manhattan–North Brooklyn,22.529668458698385,16,8,14,0,0,0,10
R007629,Seattle,Seattle,6.632247490272453,3,1,3,0,0,0,3
R007630,Philadelphia,Philadelphia,1.0,1,1,1,0,0,0,1
R007631,Philadelphia,Philadelphia,4.48271073102488,5,2,4,0,0,0,3
R007632,Dallas,Dallas,15.73255885402839,18,1,8,1,0,0,12
R007633,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R007634,Atlanta,Atlanta,3.2922726717366197,3,1,2,0,0,0,3
R007635,Austin,Austin,1.428665957062678,1,1,1,0,0,0,0
R007636,Greater NYC,Lower Manhattan–North Brooklyn,3.973206511906181,3,3,3,0,0,0,3
R007637,Greater NYC,Midtown Manhattan,18.36449086423557,20,4,16,0,0,0,14
R007638,Chicago,Chicago,17.275172637669552,19,2,10,0,0,0,14
R007639,Southern California,Los Angeles,14.227609849918297,14,3,9,0,0,0,8
R007640,DMV,DC–Arlington,2.1780328100694426,2,1,2,0,0,0,1
R007641,Greater NYC,North Jersey,8.770716796377648,11,2,7,0,0,0,5
R007642,Southern California,Los Angeles,4.066396951848066,2,2,2,0,0,0,2
R007643,Greater NYC,Lower Manhattan–North Brooklyn,13.141625661841378,12,3,11,0,0,0,12
R007644,Ann Arbor,Ann Arbor,7.935811999770074,9,1,3,0,0,0,6
R007645,Chicago,Chicago,11.767870519803502,12,2,8,0,0,0,6
R007646,Greater NYC,Uptown Manhattan,1.0,2,1,2,0,0,0,2
R007647,South Florida,Miami,13.41746750656312,17,2,6,0,0,0,11
R007648,Southern California,Los Angeles,3.2946700478147735,2,2,2,0,0,0,1
R007649,Atlanta,Atlanta,1.8789984310697905,0,0,0,0,0,0,0
R007650,Philadelphia,Philadelphia,1.314848230455058,1,1,1,0,0,0,0
R007651,Greater NYC,Lower Manhattan–North Brooklyn,1.8258651275354176,1,1,1,0,0,0,1
R007652,Atlanta,Atlanta,3.031480207041935,3,1,3,0,0,0,3
R007653,Greater NYC,Fairfield County,2.1446853372856074,2,1,1,0,0,0,1
R007654,Greater NYC,Midtown Manhattan,7.470329831609759,4,3,4,0,0,0,2
R007655,Northern California,San Francisco,10.318223515537548,7,3,6,0,0,0,6
R007656,Greater NYC,Midtown Manhattan,61.45144374286268,61,5,29,1,0,0,43
R007657,Boston,Boston,74.02537174611484,78,2,12,0,0,0,49
R007658,Seattle,Seattle,2.524286385143301,5,1,5,0,0,0,4
R007659,Greater NYC,Midtown Manhattan,33.276975212811635,25,5,18,0,0,0,17
R007660,Northern California,San Francisco,13.05800872300956,16,3,11,0,0,0,12
R007661,Seattle,Seattle,6.888641811826825,8,1,5,0,0,0,7
R007662,Austin,Austin,60.27609518329566,70,1,8,5,0,0,39
R007663,Greater NYC,Nassau County,2.1457068705644256,1,1,1,0,0,0,0
R007664,Greater NYC,Lower Manhattan–North Brooklyn,2.5285459593288766,2,2,2,0,0,0,2
R007665,Greater NYC,Uptown Manhattan,20.745496928058813,21,2,11,0,0,0,19
R007666,South Florida,Miami,22.035605722038905,26,2,7,1,0,0,17
R007667,Southern California,Pasadena,4.1638177945658175,1,1,1,0,0,0,0
R007668,Greater NYC,Midtown Manhattan,1.98769388490912,1,1,1,0,0,0,1
R007669,South Florida,Miami,4.737917395513906,8,2,6,0,0,0,7
R007670,Greater NYC,North Jersey,15.499036435684593,16,3,14,0,0,0,10
R007671,DMV,DC–Arlington,16.740030990827794,21,4,14,0,0,0,15
R007672,Boston,Boston,3.018782641568156,5,2,4,0,0,0,3
R007673,DMV,DC–Arlington,37.789252476431926,37,3,18,0,0,0,24
R007674,Greater NYC,Fairfield County,1.0,0,0,0,0,0,0,0
R007675,Greater NYC,North Jersey,3.146752637959664,2,2,2,0,0,0,2
R007676,Houston,Houston,2.390862346959281,4,1,3,0,0,0,3
R007677,Southern California,Pasadena,12.00637731546564,17,2,10,0,0,0,13
R007678,Greater NYC,Nassau County,1.0,1,1,1,0,0,0,1
R007679,Philadelphia,Main Line,3.588380544598954,6,2,4,0,0,0,6
R007680,Northern California,Silicon Valley,12.92780111653888,13,3,11,0,0,0,10
R007681,Philadelphia,Philadelphia,3.76782141621364,2,2,2,0,0,0,1
R007682,Atlanta,Atlanta,1.572083396178379,1,1,1,0,0,0,1
R007683,Greater NYC,Lower Manhattan–North Brooklyn,21.05979352477867,25,6,22,0,0,0,20
R007684,Greater NYC,Lower Manhattan–North Brooklyn,24.19406448693982,24,7,20,0,0,0,18
R007685,Southern California,Pasadena,3.8568554930108423,3,1,3,0,0,0,2
R007686,Greater NYC,Lower Manhattan–North Brooklyn,1.1944662015705412,1,1,1,0,0,0,0
R007687,DMV,DC–Arlington,1.217673563847564,1,1,1,0,0,0,0
R007688,Greater NYC,Midtown Manhattan,21.150061621322955,16,6,14,0,0,0,14
R007689,Greater NYC,Westchester,24.378117446753137,23,5,18,0,0,0,22
R007690,Greater NYC,Lower Manhattan–North Brooklyn,24.108378527866453,18,7,14,0,0,0,15
R007691,Chicago,Chicago,3.313820326558975,6,2,5,0,0,0,6
R007692,Boston,Chestnut Hill,1.6428032396279493,3,1,3,0,0,0,1
R007693,Greater NYC,Lower Manhattan–North Brooklyn,3.025557803875337,2,2,2,0,0,0,2
R007694,South Florida,Miami,5.128007656639178,4,2,3,0,0,0,4
R007695,DMV,DC–Arlington,2.5114844337492452,4,2,4,0,0,0,4
R007696,Boston,Boston,1.0,0,0,0,0,0,0,0
R007697,Greater NYC,Midtown Manhattan,6.8400168049561465,11,5,9,0,0,0,4
R007698,Greater NYC,Lower Manhattan–North Brooklyn,1.481355143194638,3,3,3,0,0,0,2
R007699,Southern California,Los Angeles,2.3938935949237203,3,2,3,0,0,0,3
R007700,DMV,DC–Arlington,3.4325551242409236,2,2,2,0,0,0,2
R007701,Boston,Boston,3.69383774151949,5,3,4,0,0,0,3
R007702,Northern California,Silicon Valley,9.357277889637867,13,1,5,1,0,0,10
R007703,Northern California,San Francisco,1.2255680012857348,0,0,0,0,0,0,0
R007704,Atlanta,Atlanta,3.1666674218609385,5,1,3,0,0,0,5
R007705,Greater NYC,Lower Manhattan–North Brooklyn,21.19383671592255,19,7,17,0,0,0,17
R007706,Greater NYC,Uptown Manhattan,1.5978274250333442,2,1,2,0,0,0,2
R007707,Dallas,Dallas,6.794199129170271,7,1,5,0,0,0,5
R007708,Greater NYC,Hudson County,6.023820224215323,7,1,4,0,0,0,5
R007709,Greater NYC,Lower Manhattan–North Brooklyn,24.36888014558679,20,8,19,0,0,0,16
R007710,Greater NYC,Lower Manhattan–North Brooklyn,6.530238126954108,8,6,8,0,0,0,6
R007711,Atlanta,Atlanta,8.88911700934202,7,1,3,0,0,0,7
R007712,Greater NYC,Uptown Manhattan,2.9180300101901575,7,4,6,0,0,0,6
R007713,Greater NYC,Nassau County,3.9758326733581546,3,1,3,0,0,0,3
R007714,Boston,Chestnut Hill,4.997613359709193,7,1,5,0,0,0,4
R007715,Philadelphia,Philadelphia,3.302681141368465,3,1,2,0,0,0,1
R007716,Austin,Austin,1.0075382280155227,1,1,1,0,0,0,1
R007717,Dallas,Dallas,5.50625901733766,8,1,5,0,0,0,5
R007718,DMV,Montgomery County,4.030862104184538,0,0,0,0,0,0,0
R007719,Greater NYC,Midtown Manhattan,3.783777593172742,3,3,3,0,0,0,3
R007720,Northern California,Marin County,10.040758226587444,7,3,7,0,0,0,5
R007721,Southern California,Los Angeles,9.413974162133613,11,4,8,0,0,0,7
R007722,Greater NYC,Midtown Manhattan,65.52372788020394,72,5,30,1,0,0,56
R007723,Greater NYC,Lower Manhattan–North Brooklyn,3.0560517030845067,3,3,3,0,0,0,3
R007724,Northern California,San Francisco,13.318665863673472,16,2,10,1,0,0,10
R007725,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R007726,Greater NYC,Midtown Manhattan,3.120408198082465,4,1,3,0,0,0,3
R007727,Chicago,Chicago,53.1476021926841,50,2,11,0,0,0,36
R007728,Ann Arbor,Ann Arbor,1.4045819800390298,2,1,2,0,0,0,2
R007729,Greater NYC,Midtown Manhattan,1.0,1,1,1,0,0,0,1
R007730,Greater NYC,Hudson County,15.896721824629704,15,2,11,0,0,0,11
R007731,Northern California,San Francisco,2.426694209655237,1,1,1,0,0,0,1
R007732,Greater NYC,Fairfield County,2.3216279192631277,2,1,2,0,0,0,2
R007733,Greater NYC,Midtown Manhattan,1.76506433981298,0,0,0,0,0,0,0
R007734,Chicago,Chicago,16.758360078901145,19,2,9,0,0,0,18
R007735,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
